URL,City,Check In,Check Out,Features,Price Per Night,Cleaning Fee,Airbnb Service Fee
https://www.airbnb.com/rooms/3230604?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P3GkcU6Zorosy6H2&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Shampoo; Hot water; Essentials; Hangers; Iron; TV; Air conditioning; Heating; Exterior security cameras on property; Smoke alarm; Fire extinguisher; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stove; Oven; Coffee maker; Lake access; Private entrance; Patio or balcony; BBQ grill; Free parking on premises; Pool; Long term stays allowed; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer; Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",225.0,20.0,35.0
https://www.airbnb.com/rooms/1182526867606289589?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P33G74B0h2G2yXWc&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Washer; Dryer; Hangers; Bed linens; Extra pillows and blankets; Iron; Clothing storage; TV; Exercise equipment; Board games; Central air conditioning; Ceiling fan; Central heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Dishwasher; Stove; Oven; Hot water kettle; Coffee maker; Wine glasses; Toaster; Baking sheet; Blender; Rice maker; Barbecue utensils; Coffee; Private patio or balcony; Private backyard; Outdoor furniture; BBQ grill; Free parking on premises; EV charger - level 2; Pets allowed; Long term stays allowed; Self check-in; Keypad; Housekeeping - available at extra cost; Unavailable: Essentials
Essentials",225.0,150.0,53.0
https://www.airbnb.com/rooms/19789358?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=581649944&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P34D8N2e0CuuzQ6K&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Essentials; Hangers; Bed linens; Iron; Books and reading material; Central air conditioning; Ceiling fan; Central heating; Lock on bedroom door; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Refrigerator; Microwave; Dishes and silverware; Mini fridge; Dining table; Free street parking; Single level home; Luggage dropoff allowed; Breakfast; Host greets you; Unavailable: Kitchen
Kitchen; Unavailable: TV
TV; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",46.0,,6.0
https://www.airbnb.com/rooms/911727892958684405?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P3rv1ktGYdJ6_Xt8&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Cleaning products; Ginger Lily Farms Botanicals shampoo; Ginger Lily Farms Botanicals conditioner; Ginger Lily Farms - 100% Vegan, Cruelty-free, Paraben & Sulfate free body soap; Hot water; Shower gel; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Clothing storage: wardrobe; TV; Record player; Marshall Stanmore II Bluetooth Speaker Bluetooth sound system; Books and reading material; Air conditioning; Ceiling fan; Heating - split type ductless system; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Schott Ceran stainless steel induction stove; Coffee maker: drip coffee maker; Wine glasses; Barbecue utensils; Dining table; Coffee; Private entrance; Laundromat nearby; Private patio or balcony; Fire pit; Outdoor furniture; Hammock; Outdoor dining area; Private BBQ grill: charcoal; Free parking on premises; Free street parking; Luggage dropoff allowed; Self check-in; Lockbox; Cleaning available during stay; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",200.0,,28.0
https://www.airbnb.com/rooms/607789673878508156?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P348slSXg9J72l92&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Essentials; Hangers; Bed linens; Iron; TV; Exercise equipment; Books and reading material; AC - split type ductless system; Portable fans; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Portable induction stovetop stove; Hot water kettle; Coffee maker: drip coffee maker; Wine glasses; Dining table; Coffee; Private entrance; Laundromat nearby; Private patio or balcony; Backyard; Fire pit; Outdoor furniture; Free parking on premises; Free street parking; EV charger; Private gym nearby; Single level home; Luggage dropoff allowed; Long term stays allowed; Self check-in; Smart lock; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",125.0,35.0,23.0
https://www.airbnb.com/rooms/1260309627333530310?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P3Q60SDF0Kl4LS8Q&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Bathtub; Cleaning products; Shampoo; Conditioner; Body soap; Hot water; Shower gel; Washer; Free dryer – In unit; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; Clothing storage: closet; Ethernet connection; TV; Ping pong table; Air conditioning; Ceiling fan; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Electric stove; Oven; Toaster; Fire pit; Outdoor dining area; BBQ grill; Free parking on premises; Pets allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Heating
Heating",124.0,,18.0
https://www.airbnb.com/rooms/52773926?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P35itpLyXOszJPdR&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,"Lake view; Bathtub; Cleaning products; Dr. Bronners body soap; Outdoor shower; Hot water; Essentials; Hangers; Bed linens; Clothing storage: closet and dresser; Marshall Bluetooth sound system; Books and reading material; AC - split type ductless system; Ceiling fan; Portable fans; Heating - split type ductless system; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Summit Drawer Fridge refrigerator; Cooking basics; Dishes and silverware; Stainless steel electric stove; Convection Oven stainless steel oven; Hot water kettle; Coffee maker: french press, pour-over coffee; Wine glasses; Toaster; Baking sheet; Dining table; Coffee; Private entrance; Private patio or balcony; Outdoor furniture; Free driveway parking on premises; Long term stays allowed; Self check-in; Keypad; Unavailable: TV
TV; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",430.0,99.0,75.0
https://www.airbnb.com/rooms/1258127129861705488?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615128_P3rUgboNGnRHZ3ux&previous_page_section_name=1000&federated_search_id=51cf010a-b1dc-421a-bebc-4f2e4f68779a,"Austin, TX",2024-11-01,2024-11-02,Bathtub; Shampoo; Conditioner; Body soap; Hot water; Washer; Dryer; Essentials; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Clothing storage; TV; Game console; Board games; Central air conditioning; Central heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; Wifi; Dedicated workspace; Kitchen; Cooking basics; Coffee maker; Coffee; Patio or balcony; Outdoor dining area; Outdoor kitchen; BBQ grill; Sun loungers; Free parking on premises; Pool; Pets allowed,160.0,,23.0
https://www.airbnb.com/rooms/44743700?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3NoFyDR23Fprg4Z&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Courtyard view; Garden view; Mountain view; Park view; Valley view; Bathtub; Hair dryer; Cleaning products; Differents body wash and man /female shampoo condi shampoo; 2 diferents pantene conditioner; Body wash dove. shampoo,and 4more body soap; Hot water; Shower gel; Paid washer – In building; Paid dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Iron; Drying rack for clothing; Mosquito net; Clothing storage: closet and dresser; 36 inch HDTV with Netflix, Fire TV, Hulu, Roku; Exercise equipment: free weights; Board games; Babysitter recommendations; AC - split type ductless system; Ceiling fan; Heating - split type ductless system; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Freezer; Dishwasher; Induction stove; Oster oven; Hot water kettle; Coffee maker: pour-over coffee; Wine glasses; Baking sheet; Blender; Barbecue utensils; Dining table; Coffee; Private entrance; Laundromat nearby; Private patio or balcony; Private backyard – Fully fenced; Fire pit; Outdoor furniture; Outdoor dining area; Private outdoor kitchen; Private BBQ grill: charcoal; Beach essentials; Kayak; Sun loungers; Free parking on premises; Free street parking; Private hot tub - available all year, open 24 hours; Single level home; Pets allowed; Luggage dropoff allowed; Smoking allowed; Self check-in; Lockbox; Unavailable: Exterior security cameras on property
Exterior security cameras on property",157.0,35.0,27.0
https://www.airbnb.com/rooms/22417324?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3osWqIBLqiL3suW&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,Hair dryer; Shampoo; Hot water; Paid washer – In building; Paid dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; 49 inch TV with standard cable; Central air conditioning; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Dishwasher; Stainless steel gas stove; Oven; Coffee maker; Private entrance; Private patio or balcony; Backyard; Outdoor furniture; BBQ grill; Free parking on premises; Long term stays allowed; Self check-in; Keypad,219.0,40.0,37.0
https://www.airbnb.com/rooms/552079972521813409?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1396406393&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3HKR_sgOaGAIG2a&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Bathtub; Hair dryer; Cleaning products; Kirkland shampoo; Kirkland conditioner; Kirkland body soap; Hot water; Washer; Free dryer – In building; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Clothing storage: closet and dresser; 42 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku; Books and reading material; Air conditioning; Ceiling fan; Central heating; Lock on bedroom door; Smoke alarm; Carbon monoxide alarm; First aid kit; Wifi; Dedicated workspace; Dishes and silverware; Mini fridge; Coffee maker: Keurig coffee machine; Coffee; Private backyard – Fully fenced; Fire pit; Outdoor furniture; Free parking on premises; Free street parking; Long term stays allowed; Self check-in; Keypad; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Kitchen
Kitchen",60.0,10.0,10.0
https://www.airbnb.com/rooms/5094445?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P31ROOMw0L85AZiH&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Shampoo; Body soap; Hot water; Essentials; Hangers; Bed linens; Extra pillows and blankets; Iron; TV with standard cable; Air conditioning; Heating; Smoke alarm; Carbon monoxide alarm; First aid kit; Wifi; Kitchen; Refrigerator; Microwave; Dishes and silverware; Coffee maker: espresso machine; Lake access; Patio or balcony; Backyard; Outdoor furniture; Free parking on premises; Free street parking; Pool; Luggage dropoff allowed; Self check-in; Keypad; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",224.0,,32.0
https://www.airbnb.com/rooms/1119883345995100218?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3CaYfsyPgzEAxfj&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Washer; Bed linens; Iron; Clothing storage; TV; Books and reading material; Air conditioning; Heating; Exterior security cameras on property; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Mini fridge; Dishwasher; Stove; Oven; Hot water kettle; Toaster; Dining table; Backyard; Outdoor dining area; Free parking on premises; Pool; Pets allowed; Self check-in; Keypad; Unavailable: Dryer
Dryer; Unavailable: Essentials
Essentials; Unavailable: Hot water
Hot water",186.0,,26.0
https://www.airbnb.com/rooms/47834052?adults=1&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1123566546&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3Ac55_0-yRB3lCF&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Hair dryer; Shampoo; Hot water; Essentials; Hangers; Bed linens; Extra pillows and blankets; TV; Air conditioning; Heating; Lock on bedroom door; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Stove; Oven; Coffee maker; Patio or balcony; Backyard; Free parking on premises; Free street parking; Self check-in; Lockbox; Unavailable: Exterior security cameras on property
Exterior security cameras on property; Unavailable: Washer
Washer; Unavailable: Dryer
Dryer",74.0,,10.0
https://www.airbnb.com/rooms/1176503043187223769?adults=1&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-02&source_impression_id=p3_1728615131_P3WFtK7nOsa16hj5&previous_page_section_name=1000&federated_search_id=216715bb-ff7e-4d3f-a524-4acfe161fda3,"Austin, TX",2024-11-01,2024-11-02,"Bathtub; Hair dryer; Cleaning products; Shampoo; Conditioner; Body soap; Bidet; Hot water; Shower gel; Washer; Free dryer – In unit; Essentials; Hangers; Bed linens; Extra pillows and blankets; Room-darkening shades; Drying rack for clothing; Safe; Clothing storage; TV; Exercise equipment; High chair; Window guards; Air conditioning; Ceiling fan; Heating; Smoke alarm; Carbon monoxide alarm; Fire extinguisher; First aid kit; Wifi; Dedicated workspace; Kitchen; Refrigerator; Microwave; Cooking basics; Dishes and silverware; Freezer; Dishwasher; Stove; Oven; Hot water kettle; Wine glasses; Baking sheet; Blender; Trash compactor; Coffee; Private entrance; Private patio or balcony; Fire pit; Outdoor furniture; Outdoor dining area; Shared outdoor kitchen; BBQ grill; Sun loungers; Free residential garage on premises; Pool; Elevator; EV charger; Self check-in; Smart lock; Unavailable: Exterior security cameras on property
Exterior security cameras on property",135.0,45.0,25.0
